genus	FMT102	FMT103	FMT104	FMT105	FMT106	FMT107	FMT108	FMT109	FMT110	FMT111	FMT112	FMT113	FMT114	FMT115	FMT116	FMT117	FMT118	FMT119	FMT120	FMT121	FMT122	FMT123	FMT124	FMT125	FMT126	FMT127	FMT128	FMT129	FMT130	FMT131	FMT132	FMT133	FMT134	FMT135	FMT136	FMT137	FMT138	FMT139	FMT141	FMT142	FMT143	FMT144	FMT145	FMT146	FMT147	FMT148	FMT149	FMT150	FMT151	FMT152	FMT153	FMT154	FMT155	FMT156	FMT157	FMT158	FMT159	FMT161	FMT163	FMT164	FMT165	FMT166	FMT167	FMT168	FMT169	FMT170	FMT171	FMT172	FMT173	FMT174	FMT175	FMT177	FMT178	FMT180	FMT181	FMT182	FMT183	FMT184	FMT185	FMT186	FMT188	FMT189	FMT190	FMT191	FMT192	FMT193	FMT194	FMT195	FMT196	FMT201
Mediterranea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.30598441092389e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Megamonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89817429710324e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.70225914403593e-06	9.15506935311133e-06	2.96207283806239e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.20028824854846e-06	2.57180565622239e-06	2.66126229311833e-07	4.6435953201069e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Megasphaera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24853176769435e-08	1.20737894493577e-07	3.8347258037342e-07	0.0	0.0	1.83832094369889e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.37749838959261e-08	1.57629979345282e-06	0.0	0.0	0.0	0.0	0.0	6.34895701006769e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.31579419881946e-06	5.57571120271306e-06	4.75243300544824e-06	2.06342708674638e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.23602137943466e-07	0.0	0.0	0.0	5.80897541587533e-06	3.23974184330758e-06	3.80297143221621e-06	2.62179321737044e-06	1.13157922596095e-06	5.36378840093846e-07	3.47012895244315e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Merdimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.82216340619865e-06	6.46593336032771e-07	1.80844573126223e-07	0.0	2.94396468518779e-07	0.0	0.0	0.0	0.0	0.0	2.26654873422032e-06	1.10440486686935e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.39458486363815e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19492734740102e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56494487039621e-08	0.0	1.4465250282328e-07	0.0	2.08079492987249e-07	0.0	0.0	0.0	0.0	0.0	4.08548607398378e-07	1.7666081660381e-07	2.34465439062223e-07	3.53409972416593e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methanobrevibacter	0.0	0.0	0.0	0.0	1.09932430397577e-06	1.14088446963664e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.93819499222782e-06	1.05015455268816e-05	1.2302677058878e-05	0.0	7.29523460148992e-08	0.0	0.0	0.0	0.0	1.41333392070743e-07	3.62524680911524e-06	0.0	0.0	0.0	0.0	5.09697612391062e-06	1.24242748634559e-05	5.74855845605748e-06	0.0	0.0	2.33391073742826e-07	0.0	0.0	0.0	0.0	0.0	3.93269857981816e-07	5.69142816194882e-06	1.92889122306809e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.13045892997151e-06	3.16411348612286e-06	6.58654094953475e-06	4.804929441580891e-07	0.0	1.97407849946128e-07	0.0	0.0	0.0	0.0	1.28903458474865e-06	1.19603193671914e-06	1.4898011949549e-06	0.0	2.57233867692014e-07	1.16506498894916e-06	1.42673350307071e-06	1.15962918970574e-06	3.84950636708195e-06	0.0	0.0	1.27013192772682e-07	1.23138258564831e-06
Methanosphaera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.20906433541629e-07	1.14267831778946e-06	7.19368349157125e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.64263398200265e-08	9.78033044583898e-07	5.14856242115768e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14453285750165e-08	0.0	0.0	0.0	7.72220018886389e-08	0.0	2.21482100801241e-08	0.0	0.0	0.0	0.0	4.87905590716755e-08
Mitsuokella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.25105060624781e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03243786836149e-06	4.65253547419801e-06	1.10703213594901e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.18070708553693e-06	0.0	0.0	0.0	0.0	0.0	6.79639908953979e-07	0.0	0.0	0.0	0.0
Morganella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.19985191747241e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Negativibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.60332955745153e-07	0.0	6.01564111147943e-08	1.52694051242725e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Neglecta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.69385186177477e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Niameybacter	0.0	0.0	0.0	1.11499045557723e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.77516045949767e-08	0.0	0.0	0.0	0.0	4.47835569843404e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Odoribacter	0.0	0.0	0.0	0.0	7.54181261309566e-07	0.0	0.0	3.21286488467106e-07	2.71704749871778e-07	3.64203912895105e-07	4.23822956937755e-07	0.0	1.73346226898283e-07	3.57901889663217e-08	1.20975272101966e-07	1.997347074477e-07	2.81223310091523e-08	0.0	0.0	0.0	0.0	1.32147134719457e-07	0.0	0.0	7.74963658440635e-09	4.54164223673371e-08	4.17894445232031e-07	1.25454665506468e-07	0.0	3.7186958625971e-07	4.57687992883906e-07	2.35106458975446e-07	0.0	0.0	0.0	0.0	0.0	0.0	2.81604672526458e-07	2.70510540009181e-08	6.9358942690572e-08	0.0	7.63383327320882e-07	4.56975017012909e-07	3.71894309467822e-07	0.0	3.78103324702011e-07	2.97072877949085e-07	4.80477241209452e-07	4.41666425172118e-07	2.85618389017619e-07	4.21049286211192e-08	0.0	4.3090894572596e-08	3.04264924639919e-08	2.61120173778611e-07	3.27200876520477e-07	9.35141095309882e-08	8.00754904180269e-07	0.0	2.6565986712062e-07	1.5638859262451e-07	1.32249498279323e-07	0.0	0.0	0.0	5.51840522785104e-07	3.15410747114337e-08	1.08777194102965e-07	2.72824470664333e-07	1.26676613102163e-07	3.27017962978167e-07	7.02236058413935e-08	0.0	0.0	0.0	0.0	3.42762549376703e-07	5.64626205846188e-07	8.59324325444615e-08	2.74221711738456e-07	1.16036049820529e-07	6.182221087836895e-07	4.28828324692544e-07	9.45197673670156e-07	1.80426944127273e-07	7.95886247559302e-07	3.95704645089472e-07	2.60641305708978e-07	7.142432039046186e-07
Olsenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.40251829142139e-06	5.00493193658547e-06	7.10233502346004e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.67816439964566e-07	0.0	0.0	0.0	0.0	0.0	2.04821153801094e-07	8.01523738165864e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.75150542337316e-06	2.30117788656958e-06	1.94834069703072e-06	1.50638902420024e-06	1.19758537122251e-06	3.75642598064861e-07	4.6692184383406e-07	0.0	5.86401057582391e-07	1.18258138134806e-06	8.43615436488442e-07	1.61542043630554e-06	2.60636023564851e-06	1.41787274308172e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oscillibacter	0.0	0.0	0.0	0.0	5.824183192670273e-06	0.0	0.0	1.843953292819089e-06	2.78025340978635e-07	3.369865680291611e-07	2.5380064251119375e-06	2.0034110061725e-07	1.8984285508262132e-06	6.535600487218817e-07	1.0174060484857297e-06	6.499508033368073e-07	3.36489089054003e-07	0.0	0.0	0.0	0.0	1.71305328879261e-07	4.78452201612878e-07	2.4728312975963288e-06	8.270857707477547e-06	1.055826529642216e-05	1.32766182737404e-05	3.8660501084034596e-06	2.68881708287573e-06	1.4099109295328101e-05	2.12456564541722e-07	5.608613875197828e-07	1.23519965807507e-06	1.74639998818856e-07	0.0	0.0	0.0	0.0	1.2813686583265203e-05	4.115907860232269e-06	3.117493931900002e-06	8.294013469759098e-06	6.677383769890405e-06	1.0706378422779996e-06	1.251911335825937e-06	0.0	6.246260800962638e-07	1.0835312783983982e-06	8.767152707222384e-07	3.2052071850532703e-06	2.1366199101673216e-06	1.62485666019655e-07	0.0	1.5230383506590486e-05	1.3761619876336634e-05	1.6019311935574156e-05	1.3739276576889573e-05	1.1022586467729618e-06	6.183429448021507e-06	0.0	1.2969919899866169e-06	1.9819876941448882e-06	3.1707643364145053e-06	5.800037423508159e-06	1.1197468214145016e-05	9.328402148588448e-06	9.801198223865434e-06	3.339213233730098e-06	1.5243355545623293e-06	7.53037363527562e-06	1.1650145743170338e-06	3.382550705772535e-06	2.7944007005003698e-06	2.05185034576534e-06	2.33018758115631e-06	1.43350095101463e-06	2.9905671141798e-07	6.475104203349015e-06	5.602777384947754e-06	4.12334030957581e-06	4.949540385283441e-06	6.857671037744035e-06	6.9198368704314535e-06	8.132064414109301e-06	6.781977658093462e-06	3.706002749771679e-06	2.012693103561084e-06	6.939035534245242e-06	1.2522543804842995e-05	7.674085284643725e-06
Parabacteroides	4.71493099106663e-08	0.0	0.0	0.0	9.681541376804587e-07	0.0	0.0	2.8741672724497696e-07	9.7103115203427e-07	1.0789888062098471e-06	6.393700499757111e-07	5.63935079730825e-07	1.9028891667177468e-06	4.58732394139828e-07	3.25233060541531e-07	1.321826185946026e-06	4.85129183036762e-07	0.0	0.0	0.0	0.0	3.7208849771923403e-06	1.49976720614461e-07	1.19898023367106e-07	2.1092020564848839e-07	4.770248483338403e-07	2.106746335745096e-06	5.52057301592129e-07	6.66523599317573e-08	4.3407020640575136e-07	1.75405820280998e-06	2.55802280125016e-06	5.440444470833995e-07	4.3377371074464e-07	0.0	0.0	0.0	0.0	2.1592738721876e-06	1.63430660206514e-07	2.060531405009709e-07	0.0	8.11910081464877e-07	6.30150498856375e-07	4.99581490500393e-07	0.0	6.45478469342496e-07	5.79012054113734e-07	4.0755610692709e-07	4.18583110059113e-06	1.9340389758929037e-06	1.0461783435872671e-06	8.62286171415727e-06	6.500357956565116e-07	6.960253287993312e-07	5.38440655793595e-07	1.232637571812365e-06	2.086920580103308e-07	1.8169733794797656e-06	0.0	7.38240686376417e-07	1.0732613510316397e-06	6.25666014893877e-07	3.11605081666656e-06	1.05794605179227e-06	2.78784815153849e-06	1.80631877766176e-06	2.82759370737063e-07	3.767204283395509e-07	6.51926172649577e-07	6.310404250463276e-07	2.059966241794808e-06	1.107851323905936e-06	5.48091010419657e-06	4.17966048759317e-06	2.457816040086719e-06	3.3084548310542797e-07	6.496912772657829e-07	6.616256932363298e-07	1.24881884730362e-06	1.130264498790747e-06	6.908498479281552e-07	4.521097502546263e-07	6.5574799928264e-07	8.614335223945299e-07	2.2735096475963708e-06	7.07963328729138e-07	2.007428050819541e-06	1.2221856736014696e-06	5.188795949533442e-07
Paraprevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.91814008269748e-07	1.20278511149545e-06	1.11367386888879e-06	1.03099934883384e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.92592744097836e-07	0.0	0.0	7.72456540716672e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.54353165283212e-07	1.65325794518543e-07	1.48913666792888e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.26657288686673e-06	4.84455428320256e-07	1.05865084173583e-06	0.0	1.26336454264934e-07	2.90532637138381e-07	3.93490845122287e-07	4.0332786209954e-07	0.0	0.0	0.0	0.0	0.0	0.0	2.26641407188993e-07	1.08841811301164e-06	1.48139396235604e-07	2.01612451854822e-06	8.28247948751357e-08	9.56442863188855e-08	2.42023111763696e-07	1.80253709717146e-07	0.0	0.0	3.32653129886111e-07	7.08938373236106e-07	1.48964601280149e-07	0.0	0.0	1.13834522445034e-06	0.0	0.0	0.0	5.72124166050188e-07	0.0	1.3059416433816e-06	0.0	0.0	0.0	0.0	6.87501118753588e-07
Parasutterella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2415116029557e-07	0.0	3.80399177876311e-07	4.26751888895356e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.15041013472463e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09942854778767e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03770360261522e-07	0.0	0.0	0.0	6.4148247443481e-07	0.0	0.0	0.0	0.0	0.0	8.37623757108878e-07	0.0	0.0	0.0	8.01783620270722e-08	0.0	0.0
Parvimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02376691858109e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.10883698579559e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptoniphilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.74789677479458e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.452974062697805e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptostreptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.64649426632826e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phascolarctobacterium	0.0	0.0	0.0	0.0	2.48918255699832e-06	8.47144011889695e-06	1.63601708612212e-06	1.91693607687387e-06	1.91461720273301e-06	1.24360591819463e-06	1.68385899259886e-06	0.0	1.11349094018613e-06	3.617635543739e-07	6.24099246956308e-07	1.64948153753279e-06	1.16158540517426e-06	0.0	0.0	0.0	0.0	6.246764598153103e-07	0.0	4.70989629409878e-07	5.42966375313369e-07	2.25878434700778e-07	6.79150096524075e-06	2.92926649108373e-07	2.51277457537976e-06	3.21771236925083e-06	0.0	3.9996969724849e-06	2.28757051184956e-06	0.0	0.0	0.0	0.0	0.0	3.58520846513175e-06	5.43014513341013e-07	9.53291914419275e-07	0.0	0.0	0.0	0.0	4.05855230761173e-06	8.10226404306795e-07	1.00820099455633e-06	2.32820633838195e-07	0.0	1.75403493794519e-06	6.43022838250472e-08	0.0	2.65904856882771e-06	2.0730854036561225e-06	3.1769869702998084e-06	1.7707045795175473e-06	3.12484772704449e-06	2.74267669973685e-06	0.0	4.17783416491349e-06	1.96310716186947e-06	1.96409740612004e-06	7.31479636520881e-07	7.79242476871493e-07	6.00032877244263e-07	1.30608548598302e-06	1.63220335724798e-06	6.49042426942792e-07	5.45083847594275e-06	2.24610341341848e-06	1.28082385259109e-06	3.95366148980216e-07	0.0	0.0	0.0	0.0	1.8274230790506e-06	6.19976297790848e-07	2.25688447172157e-07	6.88298252575507e-06	5.55697091935196e-06	6.33023631961036e-07	1.9328199699638e-06	5.97295333273759e-07	4.24376597203859e-07	0.0	4.84199709460854e-06	4.36404046494723e-06	7.83852112214569e-07
Phocea	0.0	0.0	0.0	0.0	5.07484453805852e-08	0.0	2.48580671590854e-07	5.91551233407396e-08	0.0	4.74113002124666e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.57592725520722e-08	4.36781797788616e-08	5.30305977136147e-08	0.0	0.0	0.0	0.0	0.0	0.0	4.71591248655435e-08	5.76047745262163e-08	2.16869690174097e-08	4.87040025666367e-08	0.0	4.50381186608737e-08	0.0	5.80692302025142e-08	8.84964397295035e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05325250776668e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Porphyromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20084360823939e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.14950138631873e-06	2.06371743097967e-07	6.10119916135293e-08	1.30652998794945e-05	2.31543769755788e-05	0.0	0.0	0.0	0.0	1.1279049487781522e-06	8.81056186482682e-08	0.00012365092926826013	8.952198029874562e-05	3.808884284078815e-05	9.15520129987623e-06	5.67248597859973e-06	4.858507946633985e-07	4.204079581369997e-06	0.0	5.85106952552922e-05	8.86317736808524e-07	0.00014436232135279004	4.43077894712968e-08	5.23358471086038e-08	1.302842429954133e-07	1.4821855522780998e-06	5.956895588063077e-05	9.145342941873924e-07	4.356838310732214e-06	0.0	0.0	0.0	0.0	0.0	1.36154417855853e-07	8.75140412567922e-08	8.1120526747788e-08	0.0	2.03566638106679e-05	4.25755852214435e-05	8.41841228983495e-08	2.57108895914469e-05	3.47036100952154e-05	1.93636688435497e-05	1.2729571255560406e-05	2.95935550325894e-05	2.5944393360399e-05	1.97845988879642e-07	4.024677092889276e-05	5.00552395942468e-06	4.2034743920607e-06	5.66233511429615e-06	9.339924240869796e-06	6.59220841878383e-06	4.7303029671621845e-06	2.913364089308943e-06	7.49776943291699e-07	2.9144478341727543e-05	8.562505882023592e-06	6.94040847607148e-06	1.46134725964775e-07	4.956320903782847e-05	5.075121274410573e-05	7.25979241618416e-05	0.00012526520488684485	6.93579188926633e-08	5.764265264394247e-06	9.887909367459862e-06	3.84847048684574e-05	1.05248343631274e-05	7.686793069141023e-06	0.0	6.04587253844651e-06	1.1359795928944466e-05	0.0	5.09087398851913e-05	2.06803004774772e-05	6.13279525763328e-06
Prevotellamassilia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04458485712383e-05	1.05242341258762e-05	3.78873627760247e-06	1.16714024472215e-06	9.78695449631229e-08	1.70598963571534e-07	2.49824926279161e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Proteus	0.0	0.0	0.0	0.0	0.0	2.62241287986533e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
